PMID,Title,Abstract,MeSH,Keywords,Type
27310426,Burnout Subtypes and Absence of Self-Compassion in Primary Healthcare Professionals: A Cross-Sectional Study.,"Primary healthcare professionals report high levels of distress and burnout. A new model of burnout has been developed to differentiate three clinical subtypes: 'frenetic', 'underchallenged' and 'worn-out'. The aim of this study was to confirm the validity and reliability of the burnout subtype model in Spanish primary healthcare professionals, and to assess the explanatory power of the self-compassion construct as a possible protective factor. The study employed a cross-sectional design. A sample of n = 440 Spanish primary healthcare professionals (214 general practitioners, 184 nurses, 42 medical residents) completed the Burnout Clinical Subtype Questionnaire (BCSQ-36), the Maslach Burnout Inventory General Survey (MBI-GS), the Self-Compassion Scale (SCS), the Utrecht Work Engagement Scale (UWES) and the Positive and Negative Affect Schedule (PANAS). The factor structure of the BCSQ-36 was estimated using confirmatory factor analysis (CFA) by the unweighted least squares method from polychoric correlations. Internal consistency (R) was assessed by squaring the correlation between the latent true variable and the observed variables. The relationships between the BCSQ-36 and the other constructs were analysed using Spearman's r and multiple linear regression models. The structure of the BCSQ-36 fit the data well, with adequate CFA indices for all the burnout subtypes. Reliability was adequate for all the scales and sub-scales (R≥0.75). Self-judgement was the self-compassion factor that explained the frenetic subtype (Beta = 0.36; p<0.001); isolation explained the underchallenged (Beta = 0.16; p = 0.010); and over-identification the worn-out (Beta = 0.25; p = 0.001). Other significant associations were observed between the different burnout subtypes and the dimensions of the MBI-GS, UWES and PANAS. The typological definition of burnout through the BCSQ-36 showed good structure and appropriate internal consistence in Spanish primary healthcare professionals. The negative self-compassion dimensions seem to play a relevant role in explaining the burnout profiles in this population, and they should be considered when designing specific treatments and interventions tailored to the specific vulnerability of each subtype.","['Adaptation, Psychological', 'Adult', 'Altruism', 'Burnout, Professionalclassificationphysiopathologyprevention & control', 'Cross-Sectional Studies', 'Empathy', 'Female', 'Health Personnelpsychology', 'Humans', 'Linear Models', 'Male', 'Middle Aged', 'Models, Psychological', 'Multivariate Analysis', 'Physicians, Primary Carepsychology', 'Primary Health Care', 'Spain', 'Stress, Psychologicalphysiopathologyprevention & control', 'Surveys and Questionnaires', 'Workforce']",[],Journal Article
31799151,Medical student depression and its correlates across three international medical schools.,"Medical students have high rates of depression, anxiety, and burnout that have been found to affect their empathy, professional behaviors, and performance as a physician. While studies have examined predictors for burnout and depression in the United States (US), no study, to our knowledge, has compared depression in medical students cross-culturally, or has attempted to examine the effect of factors influencing rates including burnout, exercise, stress, unmet mental health needs, and region. To examine rates of depression in three international cohorts of medical students, and determine variables that may explain these differences. Convenience samples of medical students from three countries (US, China, and a Middle Eastern country whose name remains anonymous per request from the school) were surveyed in this observational study. Using the Patient Health Questionnaire-2 (PHQ-2) and a modified Maslach Burnout Inventory, depression and burnout were examined among medical students from the three cohorts (n = 473). Chi-square test and analysis of variance were used to examine differences in demographics, behavioral, and psychological variables across these three schools to identify potentially confounding descriptive characteristics. Analysis of covariance compared depression and the emotional exhaustion component of burnout identified through Principal Component Analysis across countries. Multiple linear regression was used to analyze the impact of demographic, behavioral, and psychological variables on screening positive for depression. Medical students from the Middle Eastern country had the highest rates of positive depression screens (41.1%), defined as a PHQ-2 score of ≥ 3, followed by China (14.1 %), and then the US (3.8%). More students in the Middle Eastern school had unmet mental health needs (50.8%) than at the medical school in China (34.8%) or the school in the US (32.8%) (Pearson chi-square significance < 0.05). Thus, PHQ-2 scores were adjusted for unmet mental health needs; however, the Middle Eastern country continued to have the highest depression. Adjusting for PHQ-2 score, medical students from the US scored the highest on emotional exhaustion (a measure of burnout). Demographic variables did not significantly predict medical student depression; however, lack of exercise, unmet mental health needs, stress, and emotional exhaustion predicted nearly half of depression in these cohorts. In comparison to the US, coming from the Middle Eastern country and China predicted higher levels of depression. Depression rates differ in three international cohorts of medical students. Measured factors contributed to some observed differences. Identifying site-specific prevention and intervention strategies in medical student mental health is warranted.",[],"['Burnout', 'Depression', 'International', 'Medical students', 'Wellness']",Journal Article
26655203,Mental health symptoms identify workers at risk of long-term sickness absence due to mental disorders: prospective cohort study with 2-year follow-up.,"Mental health problems are a leading cause of long-term sickness absence (LTSA). Workers at risk of mental LTSA should preferably be identified before they report sick. The objective of this study was to examine mental health symptoms as predictors of future mental LTSA in non-sicklisted workers. Prospective cohort study of 4877 non-sicklisted postal workers. Mental health symptoms were measured at baseline in November 2010 with the Four-Dimensional Symptom Questionnaire (distress and depressed mood) and Maslach's Burnout Inventory (fatigue). Mental health symptom scores were analyzed against incident mental LTSA retrieved from an occupational health register in 2011 and 2012. The area under the receiver operating characteristic curve (AUC) represented the ability of mental health symptom scores to discriminate between workers with and without mental LTSA during 2-year follow-up. Complete cases analysis included 2782 (57 %) postal workers of whom 73 had mental LTSA during 2-year follow-up. Distress fairly (AUC = 0.75; 95 % CI 0.67-0.82) and both depressed mood (AUC = 0.64; 95 % CI 0.57-0.72) and fatigue (AUC = 0.61; 95 % CI 0.53-0.69) poorly discriminated between workers with and without mental LTSA during 2-year follow-up. The discriminative ability of distress did not improve by adding depressed mood and fatigue. Measurement of distress sufficed to identify non-sicklisted postal workers at risk of future mental LTSA. The Four-Dimensional Symptom Questionnaire distress scale is a promising tool to screen working populations for of mental LTSA, which enables secondary preventive strategies.","['Adult', 'Area Under Curve', 'Cohort Studies', 'Depression', 'Fatigue', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Mental Disorders', 'Mental Health', 'Middle Aged', 'Occupational Health', 'Prospective Studies', 'ROC Curve', 'Risk', 'Sick Leavestatistics & numerical data', 'Stress, Psychological', 'Surveys and Questionnaires', 'Young Adult']",[],Journal Article
25503892,"Effects of work burden, job strain and support on depressive symptoms and burnout among Japanese physicians.","Days off, on call, night duty, working hours and job stress can affect physicians' mental health, and support from supervisors and co-workers may have a buffering effect. This study elucidates whether job strain and job factors affect physicians' mental health, and whether support from supervisors and co-workers has a protective effect on their mental health. The subjects included 494 physicians. The Brief Job Stress Questionnaire (BJSQ) was used to evaluate job demand, job control and support. High job strain was defined as a combination of high job demand and low job control. Depressive symptoms were assessed using the Patient Health Questionnaire-9. The Maslach Burnout Inventory-General Survey was used to evaluate burnout. Possible confounder adjusted logistic regression analyses were performed to obtain odds ratios for depressive symptoms and burnout. As per the analysis, high job strain had significantly higher odds ratios, and support from co-workers had significant protective odds ratios for depressive symptoms. High job strain and having only 2-4 days off per month (compared to > 8 days off per month) had significantly higher odds ratios, and support from co-workers had significant protective odds ratios for burnout. High job strain was related to depressive symptoms and burnout, and support from co-workers had a buffering effect on depressive symptoms and burnout. An inadequate number of days off was related to burnout. Assessment of job strain may be a good tool to measure physicians' mental health, and a sufficient number of days off may be needed to prevent burnout.","['Adult', 'Burnout, Professionaletiology', 'Depressionetiology', 'Female', 'Humans', 'Japan', 'Male', 'Middle Aged', 'Physicianspsychology', 'Social Support', 'Stress, Psychologicalpsychology', 'Time Factors', 'Work Schedule Tolerancepsychology', 'Workloadpsychology']",[],Journal Article
29546855,A Novel Framework Based on the Improved Job Demands-Resources (JD-R) Model to Understand the Impact of Job Characteristics on Job Burnout from the View of Emotion Regulation Theory.,"It has been suggested that individual job characteristics have a significant impact on job burnout, and the process is subject to the regulation of demographic variables. However, the influence path of job characteristics on job burnout is still a ""black box"". On the basis of a systematic literature review by employing Pub Med, Science Direct, Web of Science, Google Scholar, CNKI and Scopus for required information with the several keywords ""Job burnout"", ""Emotion regulation"", ""Personality traits"", and ""Psychological stress"", in this study, an improved mine rescue workers-oriented job demands-resources (JD-R) model was put forward. Then, a novel analysis framework, to explore the impact of job characteristics on job burnout from the view of emotion regulation theory, was proposed combining the personality trait theory. This study argues that job burnout is influenced by job demands through expressive suppression and by job resources through cognitive reappraisal respectively. Further more, job demands and job resources have the opposite effects on job burnout through the ""loss-path"" caused by job pressure and the ""gain-path"" arised from job motivation, respectively. Extrovert personality traits can affect the way the individual processes the information of work environment and then how individual further adopts emotion regulation strategies, finally resulting in indirectly affecting the influence path of mine rescue workers' job characteristics on job burnout. This present study can help managers to realize the importance of employees' psychological stress and job burnout problems. The obtained conclusions provide significant decision-making references for managers in intervening job burnout, managing emotional stress and mental health of employees.","['Adult', 'Burnout, Professionalprevention & controlpsychology', 'Character', 'Emotional Adjustment', 'Emotional Intelligence', 'Female', 'Humans', 'Job Description', 'Job Satisfaction', 'Male', 'Models, Psychological', 'Occupational Stresspsychology', 'Personnel Management', 'Workloadpsychology', 'Young Adult']",[],Review
28461539,Factors Affecting Resilience and Development of Posttraumatic Stress Disorder in Critical Care Nurses.,"Job stress and cumulative exposure to traumatic events experienced by critical care nurses can lead to psychological distress and the development of burnout syndrome and posttraumatic stress disorder. Resilience can mitigate symptoms associated with these conditions. To identify factors that affect resilience and to determine if the factors have direct or indirect effects on resilience in development of posttraumatic stress disorder. Data from 744 respondents to a survey mailed to 3500 critical care nurses who were members of the American Association of Critical-Care Nurses were analyzed. Mplus was used to analyze a mediation model. Nurses who worked in any type of intensive care unit other than the medical unit and had high scores for resilience were 18% to 50% less likely to experience post-traumatic stress disorder than were nurses with low scores. Nurses with a graduate degree in nursing were 18% more likely to experience posttraumatic stress disorder than were nurses with a bachelor's degree. Because of their effects on resilience, working in a medical intensive care unit and having a graduate degree may influence the development of posttraumatic stress disorder. Future research is needed to better understand the impact of resilience on health care organizations, development of preventive therapies and treatment of posttraumatic stress disorder for critical care nurses, and the most appropriate mechanism to disseminate and implement strategies to address posttraumatic stress disorder.","['Adult', 'Burnout, Professionalpsychology', 'Critical Care Nursing', 'Educational Status', 'Familypsychology', 'Female', 'Humans', 'Male', 'Nursing Staff, Hospitalpsychology', 'Resilience, Psychological', 'Risk Factors', 'Stress Disorders, Post-Traumaticpsychology', 'Time Factors']",[],Journal Article
28806863,"Influence of gender, working field and psychosocial factors on the vulnerability for burnout in mental hospital staff: results of an Austrian cross-sectional study.","According to the European Agency for Safety and Health at Work (EU-OSHA), hospitals represent a work environment with high job strain. Prolonged perceived occupational stress may result in symptoms of burnout, such as emotional exhaustion (EE), depersonalisation (DP) and reduced personal accomplishment (PA). Understanding which factors may reduce vulnerability for burnout is an important requirement for well-targeted occupational stress prevention in mental hospital staff. To identify the influence of gender, age, working field, family structure, education, voluntarily occupational training during holidays and length of stay on job on occupational stress perception. In a cross-sectional design, 491 employees (311 female, 180 male) of an Austrian mental health centre participated in the study. The extent of perceived occupational stress was assessed by the Maslach Burnout Inventory (MBI) with the scales for emotional exhaustion, depersonalisation and personal accomplishment. Participants were divided according to their working field in those working with/without patients. Prevalence of emotional exhaustion was higher in women working with patients compared to men working with patients (25% vs. 18%, p = 0.003). Age above 45 years was significantly associated with decreased vulnerability for burnout in men (EE p = 0.040, DP p = 0.010, PA p = 0.007), but not in women. A lower level of education had a significant impact on depersonalisation in both sexes (p = 0.001 for men, p = 0.048 for women). Length of stay on job showed a significant influence on emotional exhaustion. No significant relationship was found between family structure and vulnerability for burnout. Gender had a differential effect on perceived occupational stress indicating a need for gender-tailored preventive strategies. Age, working field, education, voluntarily occupational training during holidays and length of stay on job affect vulnerability for burnout in mental hospital staff.","['Adult', 'Age Factors', 'Austria', 'Burnout, Professionalpsychology', 'Female', 'Health Personnelpsychologystatistics & numerical data', 'Hospitals, Psychiatricstatistics & numerical data', 'Humans', 'Job Satisfaction', 'Male', 'Middle Aged', 'Occupational Stressprevention & control', 'Prevalence', 'Psychology', 'Sex Factors', 'Surveys and Questionnaires']","['Maslach Burnout Inventory', 'burnout', 'gender', 'mental hospital staff', 'occupational stress']",Journal Article
31427467,"Mental well-being, job satisfaction and self-rated workability in general practitioners and hospitalisations for ambulatory care sensitive conditions among listed patients: a cohort study combining survey data on GPs and register data on patients.","Physicians' work conditions and mental well-being may affect healthcare quality and efficacy. Yet the effects on objective measures of healthcare performance remain understudied. This study examined mental well-being, job satisfaction and self-rated workability in general practitioners (GPs) in relation to hospitalisations for ambulatory care sensitive conditions (ACSC-Hs), a register-based quality indicator affected by referral threshold and prevention efforts in primary care. This is an observational study combining data from national registers and a nationwide questionnaire survey among Danish GPs. To ensure precise linkage of each patient with a specific GP, partnership practices were not included. Study cases were 461 376 adult patients listed with 392 GPs. Associations between hospitalisations in the 6-month study period and selected well-being indicators were estimated at the individual patient level and adjusted for GP gender and seniority, list size, and patient factors (comorbidity, sociodemographic characteristics). The median number of ACSC-Hs per 1000 listed patients was 10.2 (interquartile interval: 7.0-13.7). All well-being indicators were inversely associated with ACSC-Hs, except for perceived stress (not associated). The adjusted incidence rate ratio was 1.26 (95% CI 1.13 to 1.42) for patients listed with GPs in the least favourable category of self-rated workability, and 1.19 (95% CI 1.05 to 1.35), 1.15 (95% CI 1.04 to 1.27) and 1.14 (95% CI 1.03 to 1.27) for patients listed with GPs in the least favourable categories of burn-out, job satisfaction and general well-being (the most favourable categories used as reference). Hospitalisations for conditions not classified as ambulatory care sensitive were not equally associated. ACSC-H frequency increased with decreasing levels of GP mental well-being, job satisfaction and self-rated workability. These findings imply that GPs' work conditions and mental well-being may have important implications for individual patients and for healthcare expenditures.","['Adult', 'Aged', 'Aged, 80 and over', 'Ambulatory Carestatistics & numerical data', 'Cohort Studies', 'Denmarkepidemiology', 'General Practitionerspsychology', 'Hospitalizationstatistics & numerical data', 'Humans', 'Job Satisfaction', 'Male', 'Mental Health', 'Middle Aged', 'Occupational Stressepidemiology', 'Physician-Patient Relations', 'Registries', 'Regression Analysis', 'Surveys and Questionnaires']","['ambulatory care', 'general practice', 'human factors', 'primary care', 'quality improvement']",Journal Article
34334303,A year in review: sleep dysfunction and psychological distress in healthcare workers during the COVID-19 pandemic.,"The Covid-19 outbreak has taken a substantial toll on the mental and physical wellbeing of healthcare workers (HCWs), impacting healthcare systems at a global scale. One year into the pandemic, the need to establish the prevalence of sleep dysfunction and psychological distress in the face of COVID-19, identify risk and protective factors and explore effective countermeasures remains of critical importance. Despite implicit limitations relating to the quality of available studies, a plethora of evidence to-date suggests that a considerable proportion of HCWs experience significant sleep disturbances (estimated to afflict every two in five HCWs) as well as mood symptoms (with more than one in five reporting high levels of depression or anxiety). Younger age, female gender, frontline status, fear or risk of infection, occupation, current or past mental health concerns, and a lower level of social support were all associated with a greater risk of disturbed sleep and adverse psychological outcomes. Furthermore, we discuss the link between sleep deprivation, susceptibility to viral infections and psychosocial wellbeing, in relevance to COVID-19 and summarize the existing evidence regarding the presence and predictors of traumatic stress/PTSD and burnout in HCWs. Finally, we highlight the role of resilience and tailored interventions in order to mitigate vulnerability and prevent long-term physical and psychological implications. Indeed, promoting psychological resilience through an enhanced social support network has proven crucial for HCWs in coping under these strenuous circumstances. Future research should aim to provide high quality information on the long-term consequences and the effectiveness of applied interventions.","['Anxietyepidemiology', 'COVID-19', 'Depressionepidemiology', 'Female', 'Health Personnelpsychology', 'Humans', 'Pandemics', 'Psychological Distress', 'SARS-CoV-2', 'Sleep', 'Sleep Wake Disordersepidemiology']","['Burnout', 'COVID-19', 'Healthcare workers', 'Mental health', 'PTSD', 'Sleep dysfunction']",Journal Article
30984690,"Prevalence and associated factors of burnout among family medicine residents in Al Madina, Saudi Arabia.","Burnout is a common problem for interns and residents. It has been associated with physical and mental health of health care providers as well as low job satisfaction and medical errors. Few studies have investigated this problem among residents. This study aimed to determine the prevalence of burnout and its associated factors among family residents in Al Madina city, Saudi Arabia. This cross-sectional study was conducted among 75 residents in the family medicine residency programs in Al Madina, Saudi Arabia. A self-administered questionnaire was used that includes questions on sociodemographic characteristics and sources of stress and burnout. T test, analysis of variance (ANOVA) test, and multiple linear regression analysis were employed. Majority were female (54.7%) and aged 26 to 30 years (84.0%). The significant predictors of burnout in the final model were ""tests/examinations"" (P = 0.014), ""large amount of content to be learnt"" (P = 0.016), ""unfair assessment from superiors"" (P = 0.001), ""work demands affect personal/home life"" (P = 0.001), and ""lack of support from superiors"" (P = 0.006). Burnout is present among family medicine residents at a relatively high percentage. This situation is strongly triggered by work-related stressors, organizational attributes, and system-related attributes, but not socio-demographics of the respondents. Systemic changes to relieve the workload of family medicine residents are recommended to promote effective management of burnout.",[],"['Burnout', 'Saudi Arabia', 'emotional exhaustion', 'family medicine', 'residents']",Journal Article
35853335,Compassion fatigue and compassion satisfaction among Chinese midwives working in the delivery room: A cross-sectional survey.,"Compassion fatigue can negatively affect not only healthcare professionals' physical and mental health but also the quality of care they provide and organizational outcomes. However, little is known about compassion fatigue among Chinese midwives working in the delivery room. This study aimed to examine compassion fatigue and compassion satisfaction levels among Chinese midwives working in the delivery room and correlate their compassion fatigue and compassion satisfaction. A multisite cross-sectional study with a convenience sampling approach was conducted at 62 hospitals in Henan Province, central China, from May to July 2020. The participants were recruited through an online survey. A self-designed sociodemographic and work-related data sheet, the Social Support Rating Scale (SSRS), and the Professional Quality of Life Scale (ProQoL) were used to measure the participants'basic information, level of social support, compassion fatigue(consists of burnout and secondary traumatic stress) and compassion satisfaction. Descriptive analysis was used to describe the characteristics of the participants' social support, compassion fatigue and compassion satisfaction. Multiple linear regression analysis was employed to identify associations with the participants' sociodemographic and professional characteristics, compassion fatigue and compassion satisfaction. A total of 213 questionnaires were completed, 206 of which were valid (96.71%). The majority of the participants reported moderate risks for compassion satisfaction (75.24%) and burnout (59.71%) and low risks for secondary traumatic stress (61.65%). Higher job satisfaction as a midwife, lower average working hours per week in the past year, higher social support, extroverted personality, and work recognition in the past month were positively associated with compassion satisfaction, explaining 48.7% of the total variance. Always considering giving up a midwifery career, lower social support, working a day-night shift, poor health condition, more exposure to traumatic birth events per month on average in recent years, and lower job satisfaction as a midwife were negative factors for burnout, explaining 35.3% of the total variance. Four factors, including more exposure to traumatic birth events per month on average in recent years, always considering giving up a midwifery career, working a day-night shift and poor sleep quality, were negatively related to secondary traumatic stress, explaining 14.2% of the variance. In this study, midwives showed moderate levels of compassion satisfaction and burnout and low levels of secondary traumatic stress which should attract the attention of health institutions. A healthy and supportive work environment is crucial to midwives' health, well-being and job satisfaction. Tailored strategies such as trauma management, emotional literacy, peer and social support networks should be implemented to support midwives' compassion satisfaction, while prevent and lower midwives' burnout and secondary traumatic stress.","['Burnout, Professionaletiologypsychology', 'China', 'Compassion Fatiguepsychology', 'Cross-Sectional Studies', 'Delivery Rooms', 'Empathy', 'Female', 'Humans', 'Infant, Newborn', 'Job Satisfaction', 'Midwifery', 'Personal Satisfaction', 'Pregnancy', 'Quality of Lifepsychology', 'Surveys and Questionnaires']","['Compassion fatigue', 'Compassion satisfaction', 'Midwives']",Journal Article
36498390,Burnout Syndrome and COVID-19 Lockdown: Research on Residential Care Workers Who Assume Parental Roles with Youths.,"Healthcare professionals are at higher risk of developing and experiencing burnout. Parents may also suffer from prolonged stressful conditions that lead to physical and emotional exhaustion. Residential youth care workers assume a caregiving role that can lead to persistent stressful conditions that affect their relationship with the youth. In addition, the COVID-19 lockdown has had a negative impact on both the organization and the work, as well as on the lifestyle of workers and minors. In fact, during the pandemic, contact with families was not possible due to restrictions and this increased the need for caregivers to assume a parental role. This research aims to examine the risk of burnout in a sample of 75 healthcare professionals working with youths and the association with psychological traits. Then, we aim to evaluate these aspects during the COVID-19 lockdown The measurements, conducted in both February 2019 and April 2021, included six questionnaires: MBI to assess burnout, TAS_20 to explore alexithymic traits, COPE_NVI to assess coping strategies, FDS_R to quantify frustration intolerance at work, IRI for empathy, and FFMQ to investigate awareness and emotional regulation. Our sample shows a medium-high risk of developing burnout, which worsened during the pandemic. A worsening of emotional skills, paralleled by a greater empathic investment required by the emergency situation, and an assumed parental role is observable. Coping strategies correlate with burnout risk, as avoidance strategies were strongly associated with emotional exhaustion. These findings suggest an urgent need to develop targeted and timely interventions for healthcare professionals in order to prevent long-term consequences.","['Humans', 'Adolescent', 'COVID-19epidemiology', 'Communicable Disease Control', 'Burnout, Psychologicalepidemiology', 'Health Personnelpsychology', 'Pandemics', 'Burnout, Professionalpsychology']","['COVID-19', 'burnout syndrome', 'health care professionals', 'parental burnout', 'youths']",Journal Article
19651796,"Monitoring antioxidant defenses and free radical production in space-flight, aviation and railway engine operators, for the prevention and treatment of oxidative stress, immunological impairment, and pre-mature cell aging.","Degenerative diseases, immune impairment, and premature ageing commonly affect professional categories exposed to severe environmental and psychological stress. Among these, cosmonauts routinely experience extreme conditions due to microgravity, space radiation, altered oxygen supply, physical and mental fatigue during training, spaceflight, and post-flight. Long route aviation pilots display elevated oncogenic risk, connected with cosmic radiation overexposure, and high mortality rates for cardiovascular causes. Engine drivers, like pilots, are affected by health consequences of psycho-emotional stress, and burnout syndrome. The free radical (FR)/antioxidant (AO) imbalance is a common feature in all these pathological conditions. To assess the effective relevance of oxidative stress, we analyzed blood and urine reliable markers of FR production and AO defenses in 12 Russian cosmonauts, 55 airline pilots, 63 train engine drivers, and 50 age-matched controls by measuring the following: (a) lipophilic/hydrophilic low-molecular weight AO and AO enzyme activities, (b) nitric oxide, superoxide anion, hydroperoxide production, and (c) urinary catecholamine/serotonine metabolites and lipoperoxidation markers. Cosmonauts showed elevated granulocyte superoxide and nitric oxide production, increased erythrocyte superoxide dismutase activity and glutathione oxidation, and drastically decreased plasma/leucocyte lipophilic AO levels (P < 0.001-0.01). Aviation pilots, like train drivers, displayed a mild but constant oxidative stress, more pronounced in intercontinental routes pilots, and consistent with lymphocyte chromosomal alterations, DNA oxidation, and cardiovascular malfunction. Results obtained on these selected professionals operating under wearing conditions offer a solid molecular basis for advising the regular monitoring of clinical biochemistry laboratory markers of AO/FR status, to tailor individually specific AO supplementation and diet regimen, and monitor treatment outcomes.","['Adult', 'Antioxidantsmetabolism', 'Aviation', 'Catecholaminesurine', 'Cellular Senescence', 'Erythrocytesmetabolism', 'Female', 'Free Radicalsmetabolism', 'Humans', 'Hydrogen Peroxidemetabolism', 'Leukocytesmetabolism', 'Lipid Peroxidesurine', 'Male', 'Middle Aged', 'Nitric Oxidebiosynthesis', 'Occupational Exposureadverse effects', 'Oxidative Stress', 'Railroads', 'Serotoninurine', 'Space Flight', 'Superoxidesmetabolism']",[],Journal Article
17352779,"Exploring the relationship between perceived emotional intelligence, coping, social support and mental health in nursing students.","Studies conducted with nurses or nursing students have shown that emotional intelligence is a skill that minimizes the negative stress consequences. The present work examines the role of perceived emotional intelligence (PEI) measured by the Trait Meta-Mood Scale, in the use of stress-coping strategies, in the quantity and quality of social support and in the mental health of nursing students. The results indicated positive correlations between clarity and social support, social support and repair, and social support and mental health. Hierarchy regression analysis pointed out that clarity and emotional repair are predictors of social support, and emotional repair is the main predictor of mental health. These results show the importance of PEI in stress coping within the nursing framework.","['Adaptation, Psychological', 'Adolescent', 'Adult', 'Analysis of Variance', 'Attention', 'Attitude of Health Personnel', 'Avoidance Learning', 'Burnout, Professionalprevention & controlpsychology', 'Cognition', 'Education, Nursing, Baccalaureate', 'Emotions', 'Factor Analysis, Statistical', 'Female', 'Humans', 'Intelligence', 'Interpersonal Relations', 'Male', 'Mental Health', 'Nursing Methodology Research', 'Personality Inventory', 'Regression Analysis', 'Self Efficacy', 'Social Support', 'Spain', 'Students, Nursingpsychology', 'Surveys and Questionnaires']",[],Journal Article
35381899,Patterns of Potential Moral Injury in Post-9/11 Combat Veterans and COVID-19 Healthcare Workers.,"Moral injury has primarily been studied in combat veterans but might also affect healthcare workers (HCWs) due to the COVID-19 pandemic. To compare patterns of potential moral injury (PMI) between post-9/11 military combat veterans and healthcare workers (HCWs) surveyed during the COVID-19 pandemic. Cross-sectional surveys of veterans (2015-2019) and HCWs (2020-2021) in the USA. 618 military veterans who were deployed to a combat zone after September 11, 2001, and 2099 HCWs working in healthcare during the COVID-19 pandemic. Other-induced PMI (disturbed by others' immoral acts) and self-induced PMI (disturbed by having violated own morals) were the primary outcomes. Sociodemographic variables, combat/COVID-19 experience, depression, quality of life, and burnout were measured as correlates. 46.1% of post-9/11 veterans and 50.7% of HCWs endorsed other-induced PMI, whereas 24.1% of post-9/11 veterans and 18.2% of HCWs endorsed self-induced PMI. Different types of PMI were significantly associated with gender, race, enlisted vs. officer status, and post-battle traumatic experiences among veterans and with age, race, working in a high COVID-19-risk setting, and reported COVID-19 exposure among HCWs. Endorsing either type of PMI was associated with significantly higher depressive symptoms and worse quality of life in both samples and higher burnout among HCWs. The potential for moral injury is relatively high among combat veterans and COVID-19 HCWs, with deleterious consequences for mental health and burnout. Demographic characteristics suggestive of less social empowerment may increase risk for moral injury. Longitudinal research among COVID-19 HCWs is needed. Moral injury prevention and intervention efforts for HCWs may benefit from consulting models used with veterans.","['Burnout, Professionalepidemiology', 'COVID-19epidemiology', 'Cross-Sectional Studies', 'Health Personnelpsychology', 'Humans', 'Pandemics', 'Quality of Life', 'Stress Disorders, Post-Traumaticepidemiologyetiologypsychology', 'Veteranspsychology']","['COVID-19', 'burnout', 'healthcare workers', 'moral injury', 'veterans']",Journal Article
34392504,Burnout in Healthcare Professionals During the Covid-19 Pandemic in a Tertiary Care University Hospital: Evaluation of the Need for Psychological Support.,"Anxiety, stress and burnout are observed in healthcare workers during the Covid-19 pandemic. This study aimed to determine the levels of anxiety and burnout and related risk factors in the healthcare workers and assistant personnel at a tertiary referral university hospital. Hospital Anxiety Depression Scale (HADS), Maslach Burnout Inventory (MBI) and a sociodemographic questionnaire were delivered on-line to all employees of our hospital. 683 individuals were to the study who completed and returned the forms between April 15-30, 2020. Stress, depression and anxiety levels were significantly higher in nurses. Emotional burnout and depersonalization symptoms were higher and personal accomplishment scores were lower in resident physicians and nurses in comparison to the other groups. Being single, having a child and living away from home were factors underlying the burnout severity. Frontline work in the Covid-19 clinics did not affect the levels of anxiety, stress and depression. On the basis of the cut off points of the HADS scores; anxiety disorder (OR: 7.19) and depression (OR 3.43) were the most relevant risk factors for emotional exhaustion. Anxiety disorder was also the main risk factor for depersonalization. Depersonalization was 2.7-fold more among the nurses complaining of being overworked. Social support from the work environment and the family was protective against depersonalization. Covid-19 pandemic has adversely affected the wellbeing of healthcare workers. The presence of depression and anxiety increased the risk of burnout. Social support can be expected to protect against burnout. It is, therefore, of great importance to implement urgently effective psychosocial and organizational interventions in order to protect the mental health of healthcare workers and to prevent burnout.","['Adult', 'Burnout, Professionalpsychology', 'COVID-19', 'Female', 'Health Personnelpsychology', 'Humans', 'Male', 'Psychometrics', 'SARS-CoV-2', 'Social Support', 'Surveys and Questionnaires', 'Tertiary Care Centers', 'Turkey']",[],Journal Article
33933050,Exploring wellbeing in first year medical students amidst a curriculum change.,"The support of student wellbeing features highly in all higher education institutional agendas. For medical students good physical and mental health can help prevent burnout, equip students for their future healthcare setting and indirectly improve patient care. At the University of Nottingham (UK), we were keen to explore undergraduate medical students perceived wellbeing before, during, and after an early years' (years 1-3) curriculum change. A restructure of the curriculum enabled personal wellbeing sessions to be embedded and directly linked to the pastoral support system. Students' perceived wellbeing was assessed through a questionnaire distributed to three cohorts of first year students at the start and end of the autumn semester. The data showed a clear improvement of perceived physical health at the end of the first semester following the curriculum change, alongside increased mood and ability to relax. A surprising outcome of this study was that students reported increased stress levels at the end of the semester, which we believe may be attributed to the change in assessment within the new curriculum. Our medical students are now facing end of year summative examinations, but are acutely aware of their progress as they undertake frequent formative assessments during the year. We propose that comparison of performance with peers is having a direct impact on perceived stress in these cohorts. The study has shown that embedding wellbeing in the curriculum can have positive effects even within a changing curriculum. The importance of evolving wellbeing provision and support based on the needs of the student population is essential and probably never more in need than at this moment in time.","['Burnout, Professionalepidemiologyprevention & control', 'Curriculum', 'Education, Medical, Undergraduate', 'Humans', 'Mental Health', 'Students, Medical', 'Surveys and Questionnaires']","['Curriculum change', 'Undergraduate medical students', 'Wellbeing']",Journal Article
